Date,open,high,low,close,volume
2018-01-01,14.262189865112305,14.262189865112305,14.262189865112305,14.262189865112305,0.0
2018-01-02,14.339367198029558,14.871884478186528,14.215885143503623,14.84873104095459,3486280.0
2018-01-03,14.925906820029553,14.972212219762847,14.416543006896973,14.416543006896973,3270605.0
2018-01-04,14.416544581170031,14.570896421143457,14.022944960401036,14.169580459594727,3558166.0
2018-01-05,14.169581074143196,14.455132800090942,14.1078400410716,14.331650733947754,3505321.0
2018-01-08,14.470566671297124,14.501437920099864,14.200449132361813,14.23132038116455,3840287.0
2018-01-09,14.23132080716284,14.347085049594053,14.08468531500479,14.177297592163086,3564098.0
2018-01-10,14.09240298640758,14.269908254493881,13.992072897821624,14.1464262008667,2630349.0
2018-01-11,14.161860020266003,14.38567066192627,14.12327096341285,14.38567066192627,4371469.0
2018-01-12,14.377954787061299,14.431979473932067,14.04609768555979,14.254472732543945,5195234.0 
2018-01-15,14.161862936875567,14.408827063509532,14.046098686518684,14.084686279296875,2333777.0
2018-01-16,13.891745503571986,14.16958088469057,13.891745503571986,14.061532974243164,4496243.0
2018-01-17,14.084686034087435,14.555462312301323,13.984357411397438,14.501439094543457,5328109.0
2018-01-18,14.586331295536333,14.671225759964045,14.347084999084473,14.347084999084473,3486531.0
2018-01-19,14.316213627268775,14.316213627268775,14.04609755552657,14.277626037597656,2252357.0
2018-01-22,14.277626100629817,14.663507887133326,14.215885073670144,14.609484672546387,2519771.0
2018-01-23,14.678945014613273,14.678945014613273,14.35480422188602,14.570897102355957,2856525.0
2018-01-24,14.524590545399306,14.524590545399306,14.200449778336292,14.354803085327148,4757775.0
2018-01-25,14.347083942334285,14.347083942334285,14.046096640837876,14.053812980651855,3272496.0
2018-01-26,14.092403097334412,14.331649394117507,14.038379882450055,14.308497428894043,2741957.0
2018-01-29,14.308497428894043,14.43969582388622,14.1232728749731,14.308497428894043,3414724.0
2018-01-30,14.27762617923315,14.478284885962335,14.161861937049215,14.308497428894043,4335684.0
2018-01-31,14.223602985336726,14.29306182515402,14.092403118128749,14.123272895812988,3072832.0
2018-02-01,14.100117535501,14.323928153894332,14.053810672091194,14.200446128845215,3016575.0
2018-02-02,14.18501313256292,14.254471968508733,13.9766380967476,14.022943496704102,2171980.0
2018-02-05,14.02294423671514,14.03066204911886,13.644780261066183,13.752826690673828,2633170.0
2018-02-06,13.675648871364956,13.675648871364956,13.36694376167698,13.444120407104492,2901754.0
2018-02-07,13.459557597809384,13.783698368729846,13.436404159878549,13.698803901672363,4658022.0
2018-02-08,13.706520785392831,13.706520785392831,13.390097848560709,13.56760311126709,3074867.0
2018-02-09,13.4364024832303,13.621625547497365,13.31292044038559,13.336073875427246,2974841.0
2018-02-12,13.428687525733721,13.83000498628759,13.382382117830545,13.745110511779785,2464430.0
2018-02-13,13.71423889386139,13.791415544712512,13.482708941308024,13.536733627319336,2434085.0
2018-02-14,13.575322666174912,13.675651292577962,13.22802843627525,13.258899688720703,3928220.0
2018-02-15,13.428686401997123,13.583039711454319,13.297486530565182,13.529016494750977,2092034.0
2018-02-16,13.52901551586855,13.768261803396678,13.521297703751882,13.660215377807617,1518864.0
2018-02-19,13.698804212236828,13.876309490997366,13.536734559113453,13.575322151184082,1575571.0
2018-02-20,13.57532124519912,13.752826512113376,13.366944729070813,13.405533790588379,1397225.0
2018-02-21,13.40553320180003,13.621626048718591,13.374661953941882,13.559885025024414,4646521.0
2018-02-22,13.559885150211263,13.675649386703833,13.374662077418725,13.62934398651123,3119999.0
2018-02-23,13.698802673707155,13.814566908939694,13.598474062378186,13.691084861755371,2383188.0
2018-02-26,13.698803475870005,13.814567717881367,13.68336785106257,13.752826690673828,2135986.0
2018-02-27,13.78369946386586,13.791417277122664,13.621628329517707,13.675651550292969,2312776.0
2018-02-28,13.66793300406907,14.053814814081486,13.606191973347975,13.907180786132812,3467265.0
2018-03-01,13.814566538730062,13.822284350475021,13.428684783614575,13.444120407104492,3420310.0
2018-03-02,13.35922514434735,13.505860614615042,13.282048503573725,13.382378578186035,1869756.0
2018-03-05,13.428684671549748,13.4364024832303,13.243461607282683,13.336073875427246,1531726.0
2018-03-06,13.436403379522401,13.59075667938565,13.397815790567671,13.544449806213379,1840557.0
2018-03-07,13.436402995135628,13.536733078783161,13.336074383510217,13.521297454833984,1537964.0
2018-03-08,13.505862936881528,13.536734187307932,13.343793288209625,13.45955753326416,1465443.0
2018-03-09,13.428684115724089,13.467273172529612,13.204873474340054,13.228025436401367,2186015.0
2018-03-12,13.289767813505419,13.390097899431689,13.2434624126283,13.305203437805176,2161107.0
2018-03-13,13.312921275999496,13.374662301297159,13.16628578890924,13.174003601074219,2698414.0
2018-03-14,13.181720769998954,13.181720769998954,12.903885433706176,13.011933326721191,4405493.0
2018-03-15,13.050521930010149,13.081393179567845,12.734098982154745,12.749534606933594,3223727.0
2018-03-16,12.803559102291196,13.08911082915072,12.780405662807041,12.996500015258789,4116887.0
2018-03-19,13.042804241755029,13.119980894361598,12.803557943494654,12.81899356842041,3111033.0
2018-03-20,12.880734750013385,12.896168903101353,12.664640414537319,12.75725269317627,2774443.0
2018-03-21,12.764969782144995,12.965627009114316,12.749534157909771,12.934757232666016,3374001.0
2018-03-22,12.996498131865167,13.027367908014854,12.788121622771785,12.8652982711792,1874821.0
2018-03-23,12.726380496789734,12.75725174471495,12.595180637151815,12.664639472961426,4558742.0
2018-03-26,12.73410001556057,12.74953564159206,12.471700261114506,12.487135887145996,3758606.0
2018-03-27,12.572030000856488,12.587464154426845,12.255606300307734,12.278759002685547,6706587.0
2018-03-28,12.217015729574767,12.38680316385785,12.170710333319745,12.301909446716309,6025935.0
2018-03-29,12.278757332012267,12.649203463698154,12.247886821038444,12.548874855041504,5485078.0
2018-03-30,12.656922066378895,12.6646398786074,12.564311263681187,12.64920425415039,870764.0
2018-04-02,12.708728243097344,12.71661074586641,12.49586457904101,12.543167114257812,925217.0
2018-04-03,12.56681735257129,12.57470135841509,12.298767920623645,12.330303192138672,5355333.0
2018-04-04,12.33818752614152,12.369722800416978,12.188395161298159,12.298768997192383,4799219.0
2018-04-05,12.322420006585636,12.64565750095748,12.29876873933997,12.629889488220215,3586391.0
2018-04-06,12.598353158244246,12.606237164422321,12.393374260635749,12.401257514953613,4227999.0
2018-04-09,12.456445057184352,12.456445057184352,12.27511667073812,12.338187217712402,2996792.0
2018-04-10,12.432793116883174,12.440676370932966,12.078020369536077,12.290884017944336,3334277.0
2018-04-11,12.243581443099398,12.346071270281454,11.904577439808222,12.085905075073242,6250843.0
2018-04-12,12.014949810176718,12.022833816076327,11.68382908099498,11.754783630371094,10354715.0
2018-04-13,11.825738343413311,11.833622349422033,11.731132526889228,11.73901653289795,3966690.0
2018-04-16,11.731132948225532,11.857274041454803,11.581339836120605,11.581339836120605,8153856.0
