date,n_kap_day,n_material,kap_score,kap_polarity,has_earnings,has_dividend,has_buyback,has_rating,has_oda
2019-10-18,18,17,0.0,neutral,0,0,0,0,1
2019-10-21,18,17,-1.0,bearish,0,0,0,0,1
2019-10-22,11,10,-3.0,bearish,0,0,0,0,0
2019-10-23,12,12,-6.6,bearish,0,0,1,0,1
2019-10-24,21,17,-3.0,bearish,1,0,0,0,1
2019-10-25,37,33,7.2,bullish,1,0,1,0,1
2019-10-28,2,2,1.0,bullish,0,0,0,0,1
2019-10-30,21,15,8.4,bullish,1,0,1,1,1
2019-10-31,28,26,6.2,bullish,1,0,1,0,1
2019-11-01,36,34,7.0,bullish,0,0,0,0,1
2019-11-04,17,14,3.0,bullish,1,0,0,0,1
2019-11-05,28,23,-6.0,bearish,1,0,0,0,1
2019-11-06,43,36,0.19999999999999996,neutral,1,0,1,0,1
2019-11-07,15,12,2.0,bullish,1,0,0,0,1
2019-11-08,24,21,1.5,bullish,1,1,0,1,1
2019-11-11,21,18,1.0,bullish,1,0,0,1,1
2019-11-12,13,12,-5.0,bearish,0,0,0,1,1
2019-11-13,8,7,3.2,bullish,0,0,1,1,1
2019-11-14,18,18,9.7,bullish,0,1,1,0,1
2019-11-15,22,20,6.0,bullish,0,0,0,0,1
2019-11-18,17,13,3.0,bullish,0,0,0,0,1
2019-11-19,14,14,4.0,bullish,0,0,0,0,0
2019-11-20,9,9,3.5,bullish,0,1,0,0,0
2019-11-21,10,10,3.0,bullish,0,0,0,0,1
2019-11-22,18,17,3.0,bullish,0,0,0,0,1
2019-11-25,5,5,0.0,neutral,0,0,0,0,1
2019-11-26,6,5,2.2,bullish,0,0,1,0,0
2019-11-27,14,12,-0.6000000000000001,neutral,0,0,1,0,1
2019-11-28,4,4,2.2,bullish,0,0,1,0,0
2019-11-29,22,21,6.2,bullish,0,0,1,0,1
2019-11-30,2,2,2.0,bullish,0,0,0,0,0
2019-12-02,11,9,0.0,neutral,0,0,0,0,1
2019-12-03,8,8,0.0,neutral,0,0,0,0,1
2019-12-04,10,10,0.0,neutral,0,0,0,0,1
2019-12-05,13,12,1.2,bullish,0,0,1,0,1
2019-12-06,13,11,3.0,bullish,0,0,0,1,1
2019-12-09,11,11,0.0,neutral,0,0,0,0,1
2019-12-10,16,15,-1.0,bearish,0,0,0,0,1
2019-12-11,20,19,-0.8,neutral,0,0,0,0,0
2019-12-12,13,13,-1.0,bearish,0,0,0,0,0
2019-12-13,15,15,0.0,neutral,0,0,0,1,1
2019-12-16,15,14,2.2,bullish,0,0,1,0,1
2019-12-17,30,30,5.2,bullish,0,0,1,0,1
2019-12-18,32,31,5.2,bullish,0,0,1,1,1
2019-12-19,21,21,3.2,bullish,0,0,1,0,1
2019-12-20,32,30,6.2,bullish,0,0,1,0,1
2019-12-23,11,10,1.2,bullish,0,0,1,0,1
2019-12-24,24,22,7.2,bullish,0,0,1,0,1
2019-12-25,26,26,4.2,bullish,0,0,1,0,1
2019-12-26,19,18,-1.5999999999999999,bearish,0,0,1,0,1
2019-12-27,22,20,3.2,bullish,0,0,1,0,1
2019-12-30,19,16,1.2,bullish,0,0,1,0,1
2019-12-31,23,19,2.0,bullish,0,0,0,0,1
2020-01-01,2,0,0.0,neutral,0,0,0,0,0
2020-01-02,28,28,6.2,bullish,0,0,1,0,0
2020-01-03,27,24,3.2,bullish,0,0,1,0,1
2020-01-06,23,23,1.2,bullish,0,0,1,0,1
2020-01-07,12,10,3.2,bullish,0,0,1,1,1
2020-01-08,12,12,2.2,bullish,0,0,1,0,1
2020-01-09,7,7,1.0,bullish,0,0,0,0,1
2020-01-10,14,12,0.0,neutral,0,0,0,0,1
2020-01-13,13,13,3.0,bullish,0,0,0,0,1
2020-01-14,11,9,-2.0,bearish,0,0,0,0,1
2020-01-15,8,7,-2.0,bearish,0,0,0,0,1
2020-01-16,14,14,1.0,bullish,0,0,0,0,1
2020-01-17,16,15,-1.0,bearish,0,0,0,0,1
2020-01-20,25,24,12.2,bullish,0,0,1,0,1
2020-01-21,17,17,-0.8,neutral,0,0,1,0,1
2020-01-22,17,16,1.2,bullish,0,0,1,0,1
2020-01-23,12,10,1.2,bullish,0,0,1,0,0
2020-01-24,15,13,3.2,bullish,0,0,1,0,1
2020-01-25,3,3,-3.0,bearish,0,0,0,0,1
2020-01-27,13,12,0.19999999999999996,neutral,0,0,1,0,1
2020-01-28,11,11,2.2,bullish,0,0,1,0,1
2020-01-29,17,16,4.4,bullish,0,0,1,0,1
2020-01-30,26,21,6.2,bullish,1,0,1,0,1
2020-01-31,22,18,4.3,bullish,1,0,0,0,1
2020-02-03,19,18,3.0,bullish,0,0,0,1,1
2020-02-04,27,24,1.0,bullish,1,0,0,0,1
2020-02-05,16,14,1.4,bullish,0,0,1,0,1
2020-02-06,24,22,5.2,bullish,0,0,1,0,1
2020-02-07,26,21,2.5,bullish,1,1,0,0,1
2020-02-10,19,16,3.5,bullish,1,1,0,0,1
2020-02-11,23,19,1.0,bullish,1,0,0,0,1
2020-02-12,30,25,5.7,bullish,1,1,1,0,1
2020-02-13,27,23,2.7,bullish,1,1,1,0,1
2020-02-14,21,18,2.2,bullish,0,0,1,0,1
2020-02-17,20,19,2.2,bullish,0,0,1,0,1
2020-02-18,19,19,5.7,bullish,0,1,1,0,0
2020-02-19,19,19,5.2,bullish,0,0,1,0,1
2020-02-20,27,25,1.7,bullish,1,1,1,0,1
2020-02-21,32,26,6.0,bullish,0,1,0,0,1
2020-02-24,19,16,1.0,bullish,0,0,0,0,1
2020-02-25,18,16,4.5,bullish,1,1,0,0,1
2020-02-26,13,13,3.5,bullish,0,1,0,0,1
2020-02-27,19,17,3.5,bullish,1,1,0,0,1
2020-02-28,46,30,3.2,bullish,0,0,1,0,1
2020-02-29,4,3,0.0,neutral,0,0,0,0,0
2020-03-02,28,23,8.7,bullish,1,1,1,0,1
2020-03-03,29,28,3.5,bullish,1,1,0,0,1
2020-03-04,52,42,10.5,bullish,1,1,0,0,0
2020-03-05,45,41,24.9,bullish,1,1,1,0,1
2020-03-06,40,34,11.7,bullish,1,1,1,0,1
2020-03-09,33,25,16.9,bullish,1,1,1,0,1
2020-03-10,27,20,1.0,bullish,1,0,0,0,1
2020-03-11,23,20,5.4,bullish,0,0,1,1,1
2020-03-12,16,12,1.4,bullish,0,0,1,0,1
2020-03-13,63,28,23.9,bullish,1,1,1,0,1
2020-03-16,39,16,11.7,bullish,0,1,1,0,1
2020-03-17,74,40,31.4,bullish,0,1,1,0,1
2020-03-18,22,21,12.7,bullish,0,1,1,0,1
2020-03-19,25,19,6.4,bullish,0,0,1,0,1
2020-03-20,31,25,15.799999999999997,bullish,0,0,1,1,1
2020-03-22,1,1,-2.0,bearish,0,0,0,0,0
2020-03-23,31,28,39.2,bullish,0,1,1,0,1
2020-03-24,22,21,21.2,bullish,0,1,1,0,1
2020-03-25,18,15,6.4,bullish,0,0,1,0,1
2020-03-26,27,23,31.4,bullish,0,1,1,0,1
2020-03-27,45,33,48.0,bullish,0,1,0,1,1
2020-03-30,26,21,3.2,bullish,0,0,1,1,1
2020-03-31,30,27,26.0,bullish,0,1,0,0,1
2020-04-01,27,23,6.5,bullish,0,1,0,0,1
2020-04-02,36,25,28.7,bullish,0,1,1,0,1
2020-04-03,22,21,2.0,bullish,0,0,0,0,0
2020-04-04,1,1,4.0,bullish,0,0,0,0,0
2020-04-06,17,17,12.8,bullish,0,0,0,0,0
2020-04-07,24,20,15.0,bullish,0,1,0,0,1
2020-04-08,14,13,9.0,bullish,0,0,0,0,1
2020-04-09,22,20,6.2,bullish,0,0,1,0,0
2020-04-10,14,13,11.0,bullish,0,0,0,0,1
2020-04-13,21,20,-7.0,bearish,0,0,0,0,1
2020-04-14,28,26,21.8,bullish,0,0,0,0,1
2020-04-15,30,13,-1.0,bearish,0,0,0,0,0
2020-04-16,30,26,-7.0,bearish,0,0,0,1,1
2020-04-17,24,22,4.0,bullish,0,0,0,0,1
2020-04-20,7,6,-5.0,bearish,0,0,0,0,0
2020-04-21,19,17,0.0,neutral,0,0,0,0,1
2020-04-22,37,35,-5.0,bearish,1,0,0,0,1
2020-04-23,7,6,7.0,bullish,0,0,0,0,1
2020-04-24,14,13,-5.0,bearish,1,0,0,0,0
2020-04-26,1,0,0.0,neutral,0,0,0,0,0
2020-04-27,72,70,198.0000000000001,bullish,0,0,0,0,1
2020-04-28,27,22,3.5,bullish,1,1,0,0,1
2020-04-29,31,25,10.5,bullish,1,1,0,0,1
2020-04-30,52,41,-17.0,bearish,1,0,0,0,1
2020-05-01,2,1,0.0,neutral,0,0,0,0,0
2020-05-04,28,23,-6.5,bearish,1,1,0,0,1
2020-05-05,25,23,10.7,bullish,0,1,1,0,1
2020-05-06,29,27,-7.0,bearish,1,0,0,0,1
2020-05-07,20,16,3.0,bullish,1,0,0,0,1
2020-05-08,20,17,4.0,bullish,1,0,0,0,0
2020-05-11,35,31,-4.0,bearish,1,0,0,0,1
2020-05-12,23,21,-3.8,bearish,0,0,1,0,0
2020-05-13,24,21,-1.8,bearish,1,0,1,0,1
2020-05-14,23,21,-4.0,bearish,1,0,0,1,1
2020-05-15,35,33,9.8,bullish,1,0,0,0,1
2020-05-18,12,12,-8.0,bearish,0,0,0,0,1
2020-05-19,2,2,-2.0,bearish,0,0,0,1,0
2020-05-20,20,19,-8.0,bearish,0,0,0,1,1
2020-05-21,15,12,2.8,bullish,1,0,0,1,1
2020-05-22,31,27,4.0,bullish,1,0,0,0,1
2020-05-23,1,1,0.0,neutral,0,0,0,0,0
2020-05-27,13,13,6.0,bullish,0,0,0,0,1
2020-05-28,28,26,9.5,bullish,1,1,0,0,1
2020-05-29,23,21,3.0,bullish,1,0,0,0,1
2020-06-01,12,10,-3.0,bearish,0,0,0,0,1
2020-06-02,24,21,-1.2,bearish,1,0,0,1,1
2020-06-03,8,7,-4.0,bearish,0,0,0,0,0
2020-06-04,22,20,-6.0,bearish,0,0,0,0,1
2020-06-05,28,27,1.0,bullish,0,0,0,0,0
2020-06-08,10,10,0.0,neutral,0,0,0,0,0
2020-06-09,33,33,-1.8,bearish,0,0,0,0,0
2020-06-10,17,14,0.0,neutral,0,0,0,0,0
2020-06-11,23,23,-5.0,bearish,0,0,0,0,1
2020-06-12,18,17,-2.0,bearish,0,0,0,0,0
2020-06-15,7,7,-1.0,bearish,0,0,0,0,1
2020-06-16,11,10,-0.5,neutral,0,1,0,1,1
2020-06-17,21,20,-2.0,bearish,0,0,0,1,1
2020-06-18,23,22,-5.0,bearish,0,0,0,0,1
2020-06-19,38,36,28.7,bullish,0,1,1,0,1
2020-06-22,23,21,-1.5,bearish,0,1,0,0,1
2020-06-23,14,12,-4.0,bearish,0,0,0,0,1
2020-06-24,9,9,-8.0,bearish,0,0,0,0,0
2020-06-25,17,17,-8.0,bearish,0,0,0,1,0
2020-06-26,13,12,-2.0,bearish,0,0,0,0,0
2020-06-29,10,10,4.8,bullish,0,0,0,0,1
2020-06-30,25,22,3.5,bullish,0,1,0,0,1
2020-07-01,15,13,-7.0,bearish,0,0,0,0,1
2020-07-02,17,15,3.0,bullish,0,0,0,0,0
2020-07-03,15,13,11.3,bullish,0,1,0,1,0
2020-07-06,12,10,-1.0,bearish,0,0,0,0,1
2020-07-07,23,23,-5.0,bearish,0,0,0,0,1
2020-07-08,4,4,-4.8,bearish,0,0,0,0,1
2020-07-09,13,7,6.7,bullish,0,1,0,0,0
2020-07-10,22,17,1.8,bullish,0,0,0,0,1
2020-07-13,11,10,6.5,bullish,0,1,0,0,1
2020-07-14,52,52,103.19999999999997,bullish,0,1,0,0,1
2020-07-15,1,1,0.0,neutral,0,0,0,0,1
2020-07-16,9,9,3.0,bullish,0,0,0,0,1
2020-07-17,28,27,11.5,bullish,0,1,0,0,1
2020-07-20,10,6,-1.0,bearish,0,0,0,0,0
2020-07-21,20,15,14.5,bullish,0,1,0,0,1
2020-07-22,24,21,10.5,bullish,0,1,0,0,1
2020-07-23,18,17,-4.0,bearish,1,0,0,0,0
2020-07-24,123,119,122.09999999999994,bullish,1,0,0,0,1
2020-07-25,3,3,13.5,bullish,0,1,0,0,0
2020-07-27,21,20,17.3,bullish,1,1,0,0,1
2020-07-28,39,25,10.5,bullish,1,1,0,0,1
2020-07-29,33,23,3.0,bullish,1,0,0,1,1
2020-07-30,4,4,-3.0,bearish,0,0,0,0,1
2020-07-31,1,0,0.0,neutral,0,0,0,0,0
2020-08-04,55,26,13.0,bullish,1,0,0,0,1
2020-08-05,12,7,8.0,bullish,0,0,0,0,1
2020-08-06,40,18,12.0,bullish,1,0,0,0,1
2020-08-07,50,32,28.999999999999996,bullish,1,0,1,0,1
2020-08-10,12,10,8.7,bullish,0,1,1,0,1
2020-08-11,12,11,12.2,bullish,1,0,1,0,1
2020-08-12,31,24,5.4,bullish,1,0,1,0,1
2020-08-13,30,20,3.2,bullish,1,0,1,0,1
2020-08-14,18,15,7.4,bullish,0,0,1,0,1
2020-08-17,10,8,-0.8,neutral,1,0,1,0,0
2020-08-18,16,12,4.2,bullish,1,0,1,0,0
2020-08-19,10,9,9.2,bullish,0,0,1,0,1
2020-08-20,6,6,-7.6,bearish,0,0,0,0,1
2020-08-21,21,15,-1.0,bearish,0,0,0,1,1
2020-08-24,10,8,2.2,bullish,0,0,1,0,1
2020-08-25,14,12,1.2,bullish,0,0,1,0,1
2020-08-26,22,21,14.399999999999999,bullish,0,0,1,1,1
2020-08-27,11,11,16.599999999999998,bullish,0,0,1,0,1
2020-08-28,19,19,8.7,bullish,0,0,1,1,1
2020-08-31,17,16,13.399999999999999,bullish,0,0,1,1,1
2020-09-01,7,7,12.599999999999998,bullish,0,0,1,0,1
2020-09-02,11,10,2.2,bullish,0,0,1,1,1
2020-09-03,17,14,16.4,bullish,0,0,1,0,1
2020-09-04,17,14,0.19999999999999996,neutral,0,0,1,0,1
2020-09-07,5,4,6.2,bullish,0,0,1,0,1
2020-09-08,7,6,2.2,bullish,0,0,1,0,1
2020-09-09,10,10,9.7,bullish,0,1,1,0,0
2020-09-10,5,5,1.2,bullish,0,0,1,0,1
2020-09-11,7,5,2.2,bullish,0,0,1,0,1
2020-09-14,6,6,1.2,bullish,0,0,1,0,1
2020-09-15,9,7,-2.0,bearish,0,0,0,1,1
2020-09-16,15,15,-9.0,bearish,0,0,0,1,1
2020-09-17,17,17,8.799999999999999,bullish,0,0,1,1,1
2020-09-18,16,14,-1.0,bearish,0,0,0,1,1
2020-09-21,15,12,6.2,bullish,0,0,1,0,1
2020-09-22,6,5,-2.0,bearish,0,0,0,0,0
2020-09-23,7,7,6.2,bullish,0,0,1,0,0
2020-09-24,28,22,19.3,bullish,0,1,1,0,1
2020-09-25,22,18,3.2,bullish,0,0,1,0,1
2020-09-28,8,8,4.2,bullish,0,0,1,0,0
2020-09-29,9,6,8.2,bullish,0,0,1,0,1
2020-09-30,30,30,35.5,bullish,0,0,0,0,1
2020-10-01,14,13,5.2,bullish,0,0,1,0,1
2020-10-02,19,17,14.7,bullish,0,1,1,0,1
2020-10-03,1,1,1.0,bullish,0,0,0,0,0
2020-10-05,16,16,-2.8,bearish,0,0,1,0,1
2020-10-06,9,8,0.0,neutral,0,0,0,0,1
2020-10-07,11,8,-1.0,bearish,0,0,0,0,1
2020-10-08,15,14,4.0,bullish,0,0,0,0,1
2020-10-09,6,5,0.8,neutral,0,0,0,0,1
2020-10-12,10,9,3.0,bullish,0,0,0,0,1
2020-10-13,9,9,-8.0,bearish,0,0,0,0,1
2020-10-14,8,7,8.0,bullish,0,0,0,0,1
2020-10-15,15,14,4.2,bullish,0,0,1,0,0
2020-10-16,11,11,-3.0,bearish,0,0,0,0,0
2020-10-19,11,11,4.8,bullish,0,0,0,1,0
2020-10-20,13,11,-3.0,bearish,0,0,0,1,1
2020-10-21,10,10,5.7,bullish,0,1,0,0,1
2020-10-22,34,25,11.0,bullish,1,0,0,0,1
2020-10-23,18,16,5.0,bullish,1,0,0,0,1
2020-10-26,44,26,-5.8,bearish,1,0,1,1,1
2020-10-27,23,16,-1.8,bearish,1,0,1,0,1
2020-10-28,13,13,-1.5999999999999999,bearish,0,0,1,0,1
2020-10-29,1,1,-1.0,bearish,0,0,0,1,0
2020-10-30,11,10,-0.8,neutral,0,0,1,0,1
2020-11-02,10,8,6.2,bullish,1,0,1,0,1
2020-11-03,14,11,7.2,bullish,1,0,1,0,1
2020-11-04,17,15,1.4,bullish,1,0,1,0,1
2020-11-05,22,17,0.19999999999999996,neutral,1,0,1,0,1
2020-11-06,32,23,4.0,bullish,1,0,0,0,1
2020-11-09,22,18,0.19999999999999996,neutral,1,0,1,0,1
2020-11-10,5,5,-1.0,bearish,0,0,0,0,1
2020-11-11,8,7,5.5,bullish,0,1,0,0,1
2020-11-12,4,3,5.8,bullish,0,0,0,0,0
2020-11-13,34,31,0.0,neutral,0,0,0,0,1
2020-11-16,20,20,9.0,bullish,0,0,0,0,1
2020-11-17,16,12,9.0,bullish,0,0,0,0,1
2020-11-18,4,4,6.8,bullish,0,0,0,0,0
2020-11-19,12,11,8.0,bullish,0,0,0,0,1
2020-11-20,12,11,6.0,bullish,0,0,0,0,1
2020-11-23,14,7,-3.0,bearish,0,0,0,1,1
2020-11-24,9,8,-1.0,bearish,0,0,0,0,0
2020-11-25,14,13,-2.0,bearish,0,0,0,0,1
2020-11-26,10,9,3.2,bullish,0,0,1,0,1
2020-11-27,15,14,2.2,bullish,0,0,0,0,1
2020-11-30,11,8,4.0,bullish,0,0,0,0,0
2020-12-01,3,2,-1.0,bearish,0,0,0,0,1
2020-12-02,10,10,-2.0,bearish,0,0,0,0,1
2020-12-03,4,4,-1.0,bearish,0,0,0,0,0
2020-12-04,20,19,5.2,bullish,0,0,1,0,1
2020-12-07,6,6,-3.0,bearish,0,0,0,0,1
2020-12-08,18,13,0.0,neutral,0,0,0,1,0
2020-12-09,33,31,-36.0,bearish,0,0,0,0,1
2020-12-10,5,5,10.5,bullish,0,1,0,1,1
2020-12-11,12,12,0.0,neutral,0,0,0,1,0
2020-12-14,12,12,4.0,bullish,0,0,0,0,1
2020-12-15,8,6,1.0,bullish,0,0,0,0,0
2020-12-16,13,13,4.0,bullish,0,0,0,0,1
2020-12-17,21,20,1.0,bullish,0,0,0,0,1
2020-12-18,10,10,3.0,bullish,0,0,0,0,1
2020-12-21,11,10,1.0,bullish,0,0,0,0,0
2020-12-22,14,14,-1.0,bearish,0,0,0,0,1
2020-12-23,52,49,-7.0,bearish,0,0,0,1,1
2020-12-24,20,20,-4.0,bearish,0,0,0,0,1
2020-12-25,12,12,-2.0,bearish,0,0,0,0,1
2020-12-28,19,17,-1.0,bearish,0,0,0,0,1
2020-12-29,16,16,-2.0,bearish,0,0,0,0,1
2020-12-30,9,9,-2.0,bearish,0,0,0,0,0
2020-12-31,17,16,2.0,bullish,0,0,0,0,1
2021-01-04,20,20,6.0,bullish,0,0,0,0,1
2021-01-05,35,32,6.0,bullish,0,0,0,0,1
2021-01-06,11,9,7.5,bullish,0,1,0,0,1
2021-01-07,34,33,-1.0,bearish,0,0,0,0,1
2021-01-08,28,26,-3.0,bearish,0,0,0,0,1
2021-01-11,11,11,0.0,neutral,0,0,0,0,1
2021-01-12,5,4,3.0,bullish,0,0,0,0,1
2021-01-13,8,7,-2.8,bearish,0,0,0,0,1
2021-01-14,19,15,1.0,bullish,0,0,0,0,0
2021-01-15,12,11,8.0,bullish,0,0,0,0,1
2021-01-18,7,6,3.0,bullish,0,0,0,0,1
2021-01-19,13,12,3.0,bullish,0,0,0,0,1
2021-01-20,22,20,-4.0,bearish,0,0,0,0,1
2021-01-21,15,13,-2.0,bearish,0,0,0,0,1
2021-01-22,24,19,-4.0,bearish,0,0,0,0,1
2021-01-25,11,8,4.5,bullish,1,1,0,0,0
2021-01-26,12,10,5.0,bullish,0,0,0,0,0
2021-01-27,17,7,-1.0,bearish,0,0,0,0,0
2021-01-28,13,10,-4.0,bearish,1,0,0,0,1
2021-01-29,20,16,12.0,bullish,0,0,0,0,1
2021-01-30,1,1,0.0,neutral,0,0,0,0,1
2021-02-01,9,7,3.0,bullish,1,0,0,0,1
2021-02-02,20,16,3.0,bullish,1,0,0,0,1
2021-02-03,25,19,10.0,bullish,1,0,0,0,1
2021-02-04,13,12,-3.5999999999999996,bearish,0,0,0,0,1
2021-02-05,18,16,-3.0,bearish,0,0,0,0,1
2021-02-07,1,1,2.0,bullish,0,0,0,0,0
2021-02-08,17,14,3.0,bullish,1,0,0,0,0
2021-02-09,12,10,6.0,bullish,1,0,0,0,0
2021-02-10,14,11,7.5,bullish,1,1,0,0,0
2021-02-11,24,20,15.5,bullish,1,1,0,0,1
2021-02-12,20,17,6.0,bullish,0,0,0,0,1
2021-02-15,17,16,0.0,neutral,1,0,0,0,1
2021-02-16,32,28,9.5,bullish,1,1,0,0,1
2021-02-17,18,17,3.5,bullish,0,1,0,1,0
2021-02-18,12,11,-5.0,bearish,0,0,0,0,0
2021-02-19,25,21,36.5,bullish,1,1,0,0,1
2021-02-22,12,10,1.0,bullish,0,0,0,0,1
2021-02-23,28,21,16.0,bullish,1,0,0,0,1
2021-02-24,28,24,32.0,bullish,1,1,0,0,1
2021-02-25,37,28,38.0,bullish,1,1,0,0,1
2021-02-26,36,33,11.7,bullish,0,1,1,1,1
2021-02-27,4,3,2.0,bullish,0,0,0,0,0
2021-02-28,1,1,-1.0,bearish,0,0,0,1,0
2021-03-01,27,24,7.5,bullish,1,1,0,1,1
2021-03-02,31,28,30.0,bullish,1,0,0,1,1
2021-03-03,10,9,8.5,bullish,0,1,0,0,1
2021-03-04,31,24,35.0,bullish,1,1,0,0,1
2021-03-05,14,13,12.5,bullish,1,1,0,0,1
2021-03-06,5,3,0.0,neutral,1,0,0,0,0
2021-03-08,25,22,36.0,bullish,1,1,0,0,1
2021-03-09,23,18,10.0,bullish,0,0,0,0,1
2021-03-10,24,21,10.5,bullish,1,1,0,0,1
2021-03-11,35,27,12.0,bullish,0,0,0,0,0
2021-03-12,8,7,0.0,neutral,0,0,0,0,1
2021-03-15,20,20,4.5,bullish,0,1,0,1,1
2021-03-16,15,15,27.2,bullish,0,1,1,0,1
2021-03-17,21,21,21.0,bullish,0,1,0,1,1
2021-03-18,16,12,13.5,bullish,0,1,0,0,1
2021-03-19,16,14,18.7,bullish,0,1,1,0,1
2021-03-22,20,15,31.2,bullish,0,1,1,1,1
2021-03-23,17,14,23.7,bullish,0,1,1,0,0
2021-03-24,16,16,24.7,bullish,0,1,1,0,1
2021-03-25,32,29,47.5,bullish,0,1,0,0,1
2021-03-26,33,25,13.5,bullish,0,1,0,0,1
2021-03-29,12,11,7.0,bullish,0,0,0,0,1
2021-03-30,33,31,59.7,bullish,0,1,1,0,1
2021-03-31,39,38,50.0,bullish,0,1,0,1,1
2021-04-01,17,15,11.0,bullish,0,0,0,0,1
2021-04-02,32,28,29.8,bullish,0,0,0,0,1
2021-04-05,13,11,15.8,bullish,0,0,0,0,0
2021-04-06,9,9,8.0,bullish,0,0,0,0,1
2021-04-07,15,14,5.4,bullish,0,0,0,0,1
2021-04-08,10,10,-4.0,bearish,0,0,0,0,0
2021-04-09,37,33,44.7,bullish,0,1,1,0,1
2021-04-10,1,1,0.0,neutral,0,0,0,0,1
2021-04-12,25,21,14.0,bullish,0,0,0,0,1
2021-04-13,22,17,0.0,neutral,0,0,0,0,1
2021-04-14,9,7,2.0,bullish,0,0,0,0,0
2021-04-15,19,18,14.2,bullish,0,1,0,0,1
2021-04-16,17,14,10.0,bullish,0,0,0,0,1
2021-04-19,17,13,2.0,bullish,0,0,0,1,0
2021-04-20,15,11,-1.0,bearish,0,0,0,0,1
2021-04-21,17,8,-1.0,bearish,0,0,0,0,0
2021-04-22,12,12,7.0,bullish,0,0,0,0,1
2021-04-26,33,31,27.1,bullish,1,1,0,0,1
2021-04-27,20,15,20.5,bullish,1,1,0,0,1
2021-04-28,15,13,15.5,bullish,1,1,0,0,0
2021-04-29,21,17,14.0,bullish,1,0,0,0,1
2021-04-30,37,28,2.0,bullish,1,0,0,0,1
2021-05-03,15,12,-2.0,bearish,1,0,0,0,1
2021-05-04,11,11,1.0,bullish,0,0,0,1,1
2021-05-05,27,23,8.0,bullish,1,0,0,1,1
2021-05-06,23,17,0.0,neutral,1,0,0,1,1
2021-05-07,21,15,2.0,bullish,1,0,0,0,1
2021-05-10,19,18,-4.0,bearish,1,0,0,0,1
2021-05-11,24,21,-3.0,bearish,1,0,0,0,1
2021-05-12,5,4,-2.0,bearish,0,0,0,0,0
2021-05-17,20,16,7.5,bullish,0,1,0,1,1
2021-05-18,10,10,-3.0,bearish,0,0,0,0,0
2021-05-20,9,9,5.3,bullish,0,0,0,1,0
2021-05-21,15,14,10.8,bullish,0,0,0,1,1
2021-05-22,1,1,2.0,bullish,0,0,0,0,0
2021-05-24,6,5,7.0,bullish,0,0,0,0,0
2021-05-25,19,15,22.2,bullish,0,1,0,0,1
2021-05-26,14,13,14.5,bullish,0,1,0,0,1
2021-05-27,15,13,0.0,neutral,0,0,0,0,1
2021-05-28,17,16,0.0,neutral,0,0,0,1,1
2021-05-31,9,8,0.0,neutral,0,0,0,1,0
2021-06-01,16,12,7.0,bullish,0,0,0,1,1
2021-06-02,8,8,4.0,bullish,0,0,0,0,1
2021-06-03,9,8,10.0,bullish,0,0,0,0,1
2021-06-04,4,4,3.0,bullish,0,0,0,0,0
2021-06-07,8,7,-1.0,bearish,0,0,0,0,1
2021-06-08,4,3,2.0,bullish,0,0,0,0,1
2021-06-09,12,11,-4.8,bearish,0,0,0,0,0
2021-06-10,7,7,6.0,bullish,0,0,0,1,0
2021-06-11,7,6,-1.0,bearish,0,0,0,0,0
2021-06-14,14,12,-12.0,bearish,0,0,0,0,1
2021-06-15,5,5,-2.0,bearish,0,0,0,0,1
2021-06-16,5,3,0.0,neutral,0,0,0,0,1
2021-06-17,3,3,0.0,neutral,0,0,0,0,1
2021-06-18,27,25,3.0,bullish,0,0,0,0,1
2021-06-21,10,9,4.0,bullish,0,0,0,0,1
2021-06-22,8,8,0.0,neutral,0,0,0,0,1
2021-06-23,14,12,9.0,bullish,0,0,0,1,1
2021-06-24,8,8,-1.0,bearish,0,0,0,0,0
2021-06-25,12,11,2.0,bullish,0,0,0,1,1
2021-06-28,7,4,3.0,bullish,0,0,0,0,0
2021-06-29,12,12,8.5,bullish,0,1,0,0,0
2021-06-30,17,15,10.399999999999999,bullish,0,0,1,0,1
2021-07-01,26,22,13.399999999999999,bullish,0,0,1,0,1
2021-07-02,27,23,6.2,bullish,0,0,1,1,1
2021-07-05,12,11,0.0,neutral,0,0,0,0,1
2021-07-06,16,14,12.0,bullish,0,0,0,0,1
2021-07-07,18,16,3.2,bullish,0,0,0,0,1
2021-07-08,12,11,-4.0,bearish,0,0,0,0,1
2021-07-09,19,17,-1.0,bearish,0,0,0,1,1
2021-07-12,37,35,-3.8,bearish,0,0,1,0,1
2021-07-13,9,9,10.599999999999998,bullish,0,0,1,0,1
2021-07-14,16,15,2.0,bullish,0,0,0,0,1
2021-07-15,1,1,-1.0,bearish,0,0,0,0,0
2021-07-16,9,8,3.2,bullish,0,0,1,0,1
2021-07-19,1,1,4.2,bullish,0,0,1,0,0
2021-07-26,10,9,3.2,bullish,0,0,1,0,0
2021-07-27,11,10,4.2,bullish,1,0,1,1,1
2021-07-28,19,15,4.6000000000000005,bullish,1,0,1,0,1
2021-07-29,15,13,-5.0,bearish,1,0,0,0,1
2021-07-30,21,18,7.2,bullish,1,0,1,0,1
2021-07-31,1,1,0.0,neutral,0,0,0,0,0
2021-08-02,13,10,-1.0,bearish,1,0,0,1,1
2021-08-03,9,9,-1.0,bearish,0,0,0,0,1
2021-08-04,6,6,3.0,bullish,0,0,0,0,1
