date,n_kap_day,n_material,kap_score,kap_polarity,has_earnings,has_dividend,has_buyback,has_rating,has_oda
2021-08-05,18,18,-13.0,bearish,0,0,0,0,1
2021-08-06,19,15,4.2,bullish,1,0,1,0,1
2021-08-07,1,1,0.0,neutral,0,0,0,0,1
2021-08-09,25,19,1.0,bullish,1,0,0,0,1
2021-08-10,17,13,-0.6000000000000001,neutral,1,0,1,0,1
2021-08-11,16,14,2.2,bullish,1,0,1,0,1
2021-08-12,26,20,3.2,bullish,1,0,1,0,1
2021-08-13,25,21,14.599999999999998,bullish,1,0,1,0,1
2021-08-16,6,6,-1.0,bearish,0,0,0,1,0
2021-08-17,16,14,-3.0,bearish,1,0,0,0,1
2021-08-18,11,9,13.5,bullish,1,1,0,0,1
2021-08-19,17,15,-3.0,bearish,0,0,0,0,1
2021-08-20,15,13,5.3,bullish,0,0,0,1,1
2021-08-23,6,2,-1.0,bearish,0,0,0,0,1
2021-08-24,9,9,-1.0,bearish,0,0,0,0,1
2021-08-25,6,4,2.2,bullish,0,0,1,0,1
2021-08-26,13,12,4.5,bullish,0,0,1,0,1
2021-08-27,9,8,3.2,bullish,0,0,1,0,1
2021-08-31,15,15,3.2,bullish,0,0,1,1,1
2021-09-01,7,6,10.2,bullish,0,0,1,0,1
2021-09-02,18,14,0.0,neutral,0,0,0,0,1
2021-09-03,13,12,6.2,bullish,0,0,1,0,1
2021-09-06,7,7,0.0,neutral,0,0,0,0,0
2021-09-07,6,5,-2.8,bearish,0,0,1,0,1
2021-09-08,13,12,1.2,bullish,0,0,1,0,1
2021-09-09,17,17,19.4,bullish,0,0,1,1,1
2021-09-10,6,5,6.2,bullish,0,0,1,0,1
2021-09-13,6,6,1.0,bullish,0,0,0,1,1
2021-09-14,11,8,13.2,bullish,0,0,1,0,1
2021-09-15,15,14,-5.8,bearish,0,0,0,0,1
2021-09-16,24,22,7.6000000000000005,bullish,0,0,1,0,1
2021-09-17,25,21,23.099999999999998,bullish,0,1,1,0,1
2021-09-20,14,13,16.4,bullish,0,0,1,0,1
2021-09-21,9,8,5.2,bullish,0,0,1,1,0
2021-09-22,8,7,7.4,bullish,0,0,1,0,0
2021-09-23,8,8,3.2,bullish,0,0,1,0,1
2021-09-24,9,9,6.2,bullish,0,0,1,1,0
2021-09-27,13,11,7.4,bullish,0,0,1,0,1
2021-09-28,5,5,10.2,bullish,0,0,1,0,1
2021-09-29,15,14,11.399999999999999,bullish,0,0,1,1,1
2021-09-30,17,15,6.5,bullish,0,0,1,0,1
2021-10-01,16,13,2.0,bullish,0,0,0,0,1
2021-10-02,1,0,0.0,neutral,0,0,0,0,0
2021-10-04,12,11,4.4,bullish,0,0,1,0,0
2021-10-05,5,5,4.0,bullish,0,0,0,0,1
2021-10-06,7,6,11.399999999999999,bullish,0,0,1,0,1
2021-10-07,23,22,8.6,bullish,0,0,1,0,1
2021-10-08,16,13,5.0,bullish,0,0,0,0,1
2021-10-11,6,5,-6.0,bearish,0,0,0,0,1
2021-10-12,9,9,10.2,bullish,0,0,1,1,1
2021-10-13,6,5,3.2,bullish,0,0,1,0,1
2021-10-14,10,10,0.0,neutral,0,0,0,0,1
2021-10-15,22,21,2.2,bullish,0,0,1,0,1
2021-10-18,12,12,9.5,bullish,0,1,0,0,1
2021-10-19,7,7,3.2,bullish,0,0,1,0,1
2021-10-20,5,5,1.2,bullish,0,0,1,1,1
2021-10-21,20,17,6.4,bullish,1,0,1,0,1
2021-10-22,5,5,0.0,neutral,0,0,0,0,0
2021-10-25,7,7,-1.0,bearish,0,0,0,1,0
2021-10-26,31,24,4.2,bullish,1,0,1,1,1
2021-10-27,41,35,6.0,bullish,1,0,0,1,1
2021-10-28,5,5,-3.5999999999999996,bearish,0,0,0,0,1
2021-10-29,1,1,-5.0,bearish,0,0,0,0,1
2021-10-30,2,2,-4.0,bearish,0,0,0,0,1
2021-10-31,1,0,0.0,neutral,0,0,0,0,0
2021-11-01,24,18,-2.0,bearish,1,0,0,0,1
2021-11-02,24,20,2.2,bullish,1,0,1,0,1
2021-11-03,15,10,7.0,bullish,1,0,0,0,1
2021-11-04,41,35,-7.0,bearish,1,0,0,0,1
2021-11-05,33,26,-2.5,bearish,1,1,0,0,1
2021-11-08,22,18,-3.0,bearish,1,0,0,0,1
2021-11-09,18,16,17.2,bullish,1,0,1,0,1
2021-11-10,6,6,5.0,bullish,0,0,0,0,1
2021-11-11,12,11,-2.0,bearish,0,0,0,0,1
2021-11-12,23,22,2.2,bullish,0,0,0,0,1
2021-11-15,14,12,3.0,bullish,0,0,0,1,1
2021-11-16,15,11,2.0,bullish,0,0,0,0,1
2021-11-17,14,14,18.9,bullish,0,1,1,1,0
2021-11-18,7,7,10.399999999999999,bullish,0,0,1,0,1
2021-11-19,14,10,15.0,bullish,0,0,0,0,1
2021-11-20,2,2,1.0,bullish,0,0,0,0,1
2021-11-22,10,9,10.2,bullish,0,0,1,0,0
2021-11-23,17,16,7.0,bullish,0,0,0,0,1
2021-11-24,22,18,19.2,bullish,0,0,1,0,1
2021-11-25,24,22,-1.0,bearish,0,0,0,1,1
2021-11-26,35,30,5.2,bullish,0,0,1,0,1
2021-11-29,14,10,-1.0,bearish,0,0,0,0,1
2021-11-30,9,5,1.0,bullish,0,0,0,0,0
2021-12-01,7,6,5.0,bullish,0,0,0,0,0
2021-12-02,6,5,-2.0,bearish,0,0,0,0,1
2021-12-03,8,8,-3.0,bearish,0,0,0,1,1
2021-12-06,29,24,4.2,bullish,0,0,1,0,1
2021-12-07,12,11,7.6000000000000005,bullish,0,0,1,0,0
2021-12-08,17,15,3.2,bullish,0,0,1,1,0
2021-12-09,11,8,4.4,bullish,0,0,1,1,0
2021-12-10,19,15,11.2,bullish,0,0,1,1,1
2021-12-13,8,8,-7.0,bearish,0,0,0,1,1
2021-12-14,24,22,10.2,bullish,0,0,1,1,1
2021-12-15,13,12,2.2,bullish,0,0,1,1,1
2021-12-16,12,11,-4.0,bearish,0,0,0,1,1
2021-12-17,57,22,4.2,bullish,0,0,1,1,1
2021-12-18,1,1,0.0,neutral,0,0,0,0,0
2021-12-20,31,26,10.399999999999999,bullish,0,0,1,0,1
2021-12-21,48,10,13.599999999999998,bullish,0,0,1,1,1
2021-12-22,38,33,29.099999999999998,bullish,0,1,1,1,1
2021-12-23,50,24,6.6000000000000005,bullish,0,0,1,0,1
2021-12-24,27,26,5.2,bullish,0,0,1,1,1
2021-12-25,1,1,-1.0,bearish,0,0,0,0,1
2021-12-27,16,14,7.4,bullish,0,0,1,0,1
2021-12-28,30,13,10.2,bullish,0,0,1,0,1
2021-12-29,18,17,14.3,bullish,0,0,0,1,1
2021-12-30,27,22,3.4000000000000004,bullish,0,0,1,1,1
2021-12-31,23,21,5.2,bullish,0,0,1,0,1
2022-01-01,2,1,1.0,bullish,0,0,0,0,1
2022-01-03,10,8,11.399999999999999,bullish,0,0,1,0,1
2022-01-04,13,10,11.399999999999999,bullish,0,0,1,0,1
2022-01-05,12,11,19.599999999999998,bullish,0,0,1,0,1
2022-01-06,9,8,8.4,bullish,0,0,1,0,1
2022-01-07,32,31,3.4000000000000004,bullish,0,0,1,0,1
2022-01-10,16,14,5.4,bullish,0,0,1,0,1
2022-01-11,8,8,4.2,bullish,0,0,1,0,1
2022-01-12,12,12,14.399999999999999,bullish,0,0,1,0,1
2022-01-13,11,11,4.4,bullish,0,0,1,0,1
2022-01-14,17,14,11.599999999999998,bullish,0,0,1,0,1
2022-01-17,16,13,7.2,bullish,0,0,1,0,1
2022-01-18,30,10,17.4,bullish,0,0,1,0,1
2022-01-19,8,8,11.399999999999999,bullish,0,0,1,0,1
2022-01-20,16,8,8.4,bullish,0,0,1,0,1
2022-01-21,13,13,13.399999999999999,bullish,0,0,1,0,1
2022-01-24,24,7,12.599999999999998,bullish,0,0,1,0,1
2022-01-25,3,2,4.2,bullish,0,0,1,0,0
2022-01-26,16,15,8.4,bullish,1,0,1,1,0
2022-01-27,17,16,2.2,bullish,0,0,1,0,1
2022-01-28,11,11,6.4,bullish,0,0,1,0,1
2022-01-31,15,12,12.399999999999999,bullish,0,0,1,0,1
2022-02-01,11,9,4.2,bullish,1,0,1,0,0
2022-02-02,16,14,11.399999999999999,bullish,1,0,1,0,1
2022-02-03,23,18,5.4,bullish,1,0,1,0,1
2022-02-04,15,15,3.4000000000000004,bullish,0,0,1,0,1
2022-02-07,13,11,13.399999999999999,bullish,0,0,1,0,1
2022-02-08,11,8,6.6000000000000005,bullish,1,0,1,0,0
2022-02-09,3,3,8.4,bullish,0,0,1,0,0
2022-02-10,18,16,2.2,bullish,1,0,1,0,1
2022-02-11,16,16,10.399999999999999,bullish,0,0,1,0,1
2022-02-14,21,19,20.9,bullish,1,1,1,1,1
2022-02-15,22,19,5.5,bullish,1,1,0,0,1
2022-02-16,11,9,1.5,bullish,1,1,0,0,1
2022-02-17,17,15,1.4,bullish,1,0,1,1,1
2022-02-18,22,20,19.9,bullish,0,1,1,1,1
2022-02-19,1,1,1.0,bullish,0,0,0,0,1
2022-02-21,9,9,3.4000000000000004,bullish,0,0,1,1,1
2022-02-22,9,8,9.899999999999999,bullish,0,1,1,0,0
2022-02-23,22,20,11.899999999999999,bullish,1,1,1,0,1
2022-02-24,23,21,9.399999999999999,bullish,1,0,1,1,1
2022-02-25,47,42,22.4,bullish,1,1,1,1,1
2022-02-26,1,1,3.0,bullish,0,0,0,0,0
2022-02-28,57,47,54.2,bullish,1,1,1,1,1
2022-03-01,35,25,12.2,bullish,1,0,1,0,1
2022-03-02,20,18,26.4,bullish,1,1,1,0,1
2022-03-03,33,32,35.400000000000006,bullish,0,1,1,0,1
2022-03-04,36,30,19.9,bullish,1,1,1,0,1
2022-03-05,6,6,8.5,bullish,0,1,0,0,1
2022-03-07,16,16,34.1,bullish,0,1,1,0,1
2022-03-08,18,17,34.900000000000006,bullish,0,1,1,0,1
2022-03-09,25,23,25.099999999999998,bullish,1,1,1,0,1
2022-03-10,53,45,23.4,bullish,1,0,1,1,1
2022-03-11,27,22,14.399999999999999,bullish,0,0,1,0,1
2022-03-14,9,9,10.0,bullish,0,0,0,0,1
2022-03-15,19,18,22.5,bullish,0,1,0,0,1
2022-03-16,10,10,3.0,bullish,0,0,0,0,1
2022-03-17,12,12,12.5,bullish,0,1,1,0,1
2022-03-18,18,14,3.2,bullish,0,0,1,0,1
2022-03-21,15,12,12.5,bullish,0,1,0,0,1
2022-03-22,16,16,27.0,bullish,0,1,0,0,0
2022-03-23,17,16,39.0,bullish,0,1,1,0,1
2022-03-24,14,12,16.4,bullish,0,0,1,0,0
2022-03-25,17,16,27.4,bullish,0,1,1,1,1
2022-03-26,3,3,11.5,bullish,0,1,0,0,0
2022-03-28,31,30,44.400000000000006,bullish,0,1,1,0,1
2022-03-29,11,11,16.7,bullish,0,1,1,0,1
2022-03-30,27,24,49.0,bullish,0,1,1,0,1
2022-03-31,42,40,88.7,bullish,0,1,1,0,1
2022-04-01,35,31,32.5,bullish,0,1,1,1,1
2022-04-04,16,13,7.2,bullish,0,0,1,0,1
2022-04-05,16,15,25.4,bullish,0,0,1,0,1
2022-04-06,14,14,26.0,bullish,0,0,1,0,1
2022-04-07,24,22,31.3,bullish,0,1,0,0,1
2022-04-08,23,23,17.2,bullish,0,1,1,1,0
2022-04-11,14,12,4.2,bullish,0,0,1,0,1
2022-04-12,25,24,19.2,bullish,0,0,1,1,1
2022-04-13,17,16,25.599999999999998,bullish,0,0,1,0,1
2022-04-14,13,12,0.7,neutral,0,1,0,0,1
2022-04-15,29,29,31.599999999999998,bullish,0,0,1,1,1
2022-04-18,17,14,17.4,bullish,0,0,1,0,0
2022-04-19,21,21,7.2,bullish,0,0,1,0,1
2022-04-20,13,12,23.0,bullish,0,1,1,0,1
2022-04-21,17,14,8.2,bullish,1,0,1,0,1
2022-04-22,40,30,16.9,bullish,1,1,1,1,1
2022-04-25,41,37,43.099999999999994,bullish,1,0,1,0,1
2022-04-26,37,26,24.099999999999998,bullish,1,1,1,0,1
2022-04-27,34,25,14.599999999999998,bullish,1,0,1,0,1
2022-04-28,36,33,24.2,bullish,1,1,1,0,1
2022-04-29,70,65,76.39999999999999,bullish,1,0,1,0,1
2022-05-01,3,0,0.0,neutral,0,0,0,0,0
2022-05-05,26,25,12.399999999999999,bullish,1,0,1,0,1
2022-05-06,12,12,17.599999999999998,bullish,0,0,1,0,0
2022-05-09,59,48,12.399999999999999,bullish,1,0,1,0,1
2022-05-10,36,30,19.5,bullish,1,1,0,0,1
2022-05-11,20,16,13.399999999999999,bullish,0,0,1,1,1
2022-05-12,10,7,5.4,bullish,0,0,1,0,1
2022-05-13,24,21,20.0,bullish,0,0,1,0,1
2022-05-16,17,16,8.6,bullish,0,0,1,1,0
2022-05-17,15,13,16.4,bullish,0,0,1,0,1
2022-05-18,7,7,6.0,bullish,0,0,0,0,1
2022-05-20,19,18,12.2,bullish,0,0,1,0,1
2022-05-22,1,1,2.0,bullish,0,0,0,0,0
2022-05-23,10,8,23.599999999999998,bullish,0,0,1,0,0
2022-05-24,17,17,11.599999999999998,bullish,0,0,1,1,1
2022-05-25,20,18,19.7,bullish,0,1,1,0,1
2022-05-26,13,12,10.2,bullish,0,0,1,0,1
2022-05-27,15,13,13.0,bullish,0,0,1,0,1
2022-05-30,18,18,5.0,bullish,0,0,0,0,1
2022-05-31,17,16,4.0,bullish,0,0,0,1,1
2022-06-01,11,10,13.3,bullish,0,0,1,0,1
2022-06-02,7,7,1.0,bullish,0,0,0,0,1
2022-06-03,18,17,11.5,bullish,0,1,0,0,1
2022-06-06,20,19,18.8,bullish,0,0,0,0,1
2022-06-07,15,15,19.7,bullish,0,1,1,0,1
2022-06-08,37,18,-1.8,bearish,0,0,1,1,1
2022-06-09,11,9,1.2,bullish,0,0,1,0,1
2022-06-10,9,7,10.0,bullish,0,0,1,0,0
2022-06-13,17,14,14.0,bullish,0,0,0,0,1
2022-06-14,7,6,17.4,bullish,0,0,1,0,1
2022-06-15,10,10,11.2,bullish,0,0,1,0,1
2022-06-16,18,16,26.7,bullish,0,1,1,1,1
2022-06-17,24,22,1.0,bullish,0,0,1,0,1
2022-06-20,13,10,8.3,bullish,0,0,0,0,1
2022-06-21,11,10,1.2,bullish,0,0,0,0,0
2022-06-22,6,6,-0.6000000000000001,neutral,0,0,1,0,0
2022-06-23,13,12,-5.8,bearish,0,0,1,0,1
2022-06-24,13,10,3.2,bullish,0,0,1,0,0
2022-06-27,19,17,16.2,bullish,0,0,1,0,1
2022-06-28,12,11,2.2,bullish,0,0,1,0,1
2022-06-29,21,15,15.599999999999998,bullish,0,0,1,1,1
2022-06-30,12,11,8.4,bullish,0,0,1,1,1
2022-07-01,24,20,11.5,bullish,0,0,1,0,1
2022-07-02,1,1,4.2,bullish,0,0,1,0,0
2022-07-04,12,10,11.2,bullish,0,0,1,0,1
2022-07-05,14,10,8.4,bullish,0,0,1,0,1
2022-07-06,12,12,0.19999999999999996,neutral,0,0,1,1,1
2022-07-07,39,38,57.39999999999998,bullish,0,0,0,0,1
2022-07-08,9,9,12.2,bullish,0,0,1,0,1
2022-07-13,9,3,9.399999999999999,bullish,0,0,1,0,0
2022-07-14,11,10,11.599999999999998,bullish,0,0,1,0,0
2022-07-18,8,8,-14.0,bearish,0,0,0,1,1
2022-07-19,10,10,-6.0,bearish,0,0,0,1,1
2022-07-20,12,12,1.0,bullish,0,0,0,0,1
2022-07-21,6,6,-4.0,bearish,0,0,0,0,1
2022-07-22,12,8,1.0,bullish,0,0,0,0,1
2022-07-25,4,3,0.0,neutral,0,0,0,0,0
2022-07-26,25,18,7.4,bullish,1,0,1,0,1
2022-07-27,21,18,-3.5999999999999996,bearish,1,0,1,1,1
2022-07-28,19,16,7.2,bullish,1,0,1,0,1
2022-07-29,18,17,2.2,bullish,0,0,1,1,1
2022-08-01,9,6,5.2,bullish,1,0,1,0,1
2022-08-02,12,9,6.4,bullish,1,0,1,0,1
2022-08-03,9,7,7.4,bullish,0,0,1,0,1
2022-08-04,11,10,10.2,bullish,0,0,1,0,1
2022-08-05,17,16,4.2,bullish,0,0,1,0,1
2022-08-08,20,17,13.5,bullish,1,1,0,0,1
2022-08-09,20,16,7.4,bullish,1,0,1,0,1
2022-08-10,20,16,11.0,bullish,1,0,0,0,1
2022-08-11,25,17,13.7,bullish,1,1,1,0,1
2022-08-12,29,28,22.0,bullish,0,1,1,0,1
2022-08-15,21,19,5.2,bullish,1,0,1,0,1
2022-08-16,19,12,-0.6000000000000001,neutral,1,0,1,1,1
2022-08-17,36,32,-0.8,neutral,1,0,1,1,1
2022-08-18,20,15,12.399999999999999,bullish,1,0,1,0,1
2022-08-19,12,10,3.0,bullish,0,0,0,1,1
2022-08-22,10,7,-4.0,bearish,0,0,0,1,0
2022-08-23,6,5,3.0,bullish,0,0,0,0,1
2022-08-24,7,3,3.2,bullish,0,0,1,0,0
2022-08-25,13,11,17.6,bullish,0,0,0,0,0
2022-08-26,21,15,10.2,bullish,0,0,1,1,1
2022-08-29,5,4,1.0,bullish,0,0,0,0,0
2022-08-31,12,10,14.600000000000001,bullish,0,0,0,0,1
2022-09-01,9,9,7.2,bullish,0,0,1,0,0
2022-09-02,19,16,10.2,bullish,0,0,1,0,1
2022-09-03,1,1,-1.0,bearish,0,0,0,0,0
2022-09-05,10,10,4.5,bullish,0,1,0,0,1
2022-09-06,22,12,3.0,bullish,0,0,1,0,1
2022-09-07,20,13,10.0,bullish,0,0,0,0,1
2022-09-08,11,9,5.0,bullish,0,0,0,0,1
2022-09-09,21,20,28.0,bullish,0,0,0,1,0
2022-09-12,12,9,8.0,bullish,0,0,0,0,1
2022-09-13,40,10,11.2,bullish,0,0,1,0,0
2022-09-14,18,10,6.2,bullish,0,0,1,0,0
2022-09-15,19,9,6.0,bullish,0,0,0,0,1
2022-09-16,16,14,10.2,bullish,0,0,1,1,1
2022-09-19,30,9,4.2,bullish,0,0,1,0,0
2022-09-20,18,14,4.0,bullish,0,0,0,0,1
2022-09-21,11,8,6.0,bullish,0,0,0,0,0
2022-09-22,11,10,12.0,bullish,0,0,0,0,1
2022-09-23,13,11,-3.0,bearish,0,0,0,1,0
2022-09-26,12,8,3.4000000000000004,bullish,0,0,1,1,0
2022-09-27,5,5,0.0,neutral,0,0,0,0,0
2022-09-28,10,9,7.2,bullish,0,0,1,0,1
2022-09-29,38,16,11.2,bullish,0,0,1,0,1
2022-09-30,18,16,4.0,bullish,0,0,0,1,1
2022-10-03,9,8,8.8,bullish,0,0,1,0,0
2022-10-04,9,9,13.0,bullish,0,0,1,0,1
2022-10-05,13,11,-1.0,bearish,0,0,0,1,1
2022-10-06,15,14,7.0,bullish,0,0,0,0,1
2022-10-07,17,16,8.0,bullish,0,0,0,1,1
2022-10-10,24,23,4.0,bullish,0,0,1,0,1
2022-10-11,14,14,5.2,bullish,0,0,0,1,1
2022-10-12,14,14,5.2,bullish,0,0,1,0,1
2022-10-13,16,14,5.0,bullish,0,0,0,0,1
2022-10-14,15,11,5.0,bullish,0,0,0,1,1
2022-10-17,7,6,3.0,bullish,0,0,0,0,0
2022-10-18,16,8,0.0,neutral,0,0,0,0,1
2022-10-19,5,3,2.0,bullish,1,0,0,0,1
2022-10-20,8,8,9.7,bullish,0,1,0,1,1
2022-10-21,14,12,10.0,bullish,1,0,0,0,1
2022-10-24,10,7,6.0,bullish,0,0,0,0,0
2022-10-25,9,8,-1.0,bearish,0,0,0,1,1
2022-10-26,24,18,2.0,bullish,1,0,0,0,1
2022-10-27,39,34,7.2,bullish,1,0,1,1,1
2022-10-28,5,5,10.0,bullish,0,0,1,0,0
2022-10-31,31,27,13.0,bullish,1,0,0,0,1
2022-11-01,19,19,5.0,bullish,0,0,1,0,1
2022-11-02,30,24,8.0,bullish,1,0,0,0,1
2022-11-03,27,22,8.0,bullish,1,0,1,0,1
2022-11-04,19,18,9.2,bullish,1,0,1,0,1
2022-11-07,24,19,1.0,bullish,1,0,0,0,0
2022-11-08,23,17,0.0,neutral,1,0,0,0,1
2022-11-09,18,17,1.0,bullish,1,0,0,0,1
2022-11-10,7,7,-2.0,bearish,0,0,0,1,1
2022-11-11,22,12,8.2,bullish,0,0,1,0,0
2022-11-14,15,12,6.8,bullish,0,0,0,0,1
2022-11-15,16,12,11.8,bullish,1,0,0,1,1
2022-11-16,4,2,5.0,bullish,0,0,0,0,0
2022-11-17,22,6,4.2,bullish,0,0,1,0,1
2022-11-18,25,24,34.0,bullish,0,0,0,0,1
2022-11-21,6,3,1.0,bullish,0,0,0,0,1
2022-11-22,8,6,2.0,bullish,0,0,0,0,1
2022-11-23,13,9,-2.8,bearish,0,0,0,0,0
2022-11-24,14,12,-2.0,bearish,0,0,0,0,1
2022-11-25,15,14,4.0,bullish,0,0,0,0,0
2022-11-28,17,13,5.5,bullish,0,1,0,1,1
2022-11-29,9,7,3.0,bullish,0,0,0,0,1
2022-11-30,10,10,6.0,bullish,0,0,1,0,1
2022-12-01,13,9,1.0,bullish,0,0,0,0,1
2022-12-02,10,5,3.2,bullish,0,0,1,0,0
2022-12-05,10,7,0.8,neutral,0,0,0,0,1
2022-12-06,13,12,4.8,bullish,0,0,1,0,1
2022-12-07,22,8,8.2,bullish,0,0,1,0,1
2022-12-08,17,13,13.0,bullish,0,0,1,0,1
2022-12-09,16,16,5.0,bullish,0,0,0,0,1
2022-12-12,9,7,4.2,bullish,0,0,1,0,1
2022-12-13,11,11,7.0,bullish,0,0,0,1,1
2022-12-14,30,15,7.0,bullish,0,0,0,1,1
2022-12-15,17,15,9.0,bullish,0,0,1,0,1
2022-12-16,14,13,11.8,bullish,0,0,0,0,0
2022-12-19,18,18,7.0,bullish,0,0,1,1,1
2022-12-20,14,8,-1.0,bearish,0,0,0,1,1
2022-12-21,9,8,-2.0,bearish,0,0,0,0,1
2022-12-22,11,11,10.0,bullish,0,0,0,0,1
2022-12-23,17,13,12.2,bullish,0,0,1,0,1
2022-12-26,7,5,2.0,bullish,0,0,0,0,0
2022-12-27,9,6,3.2,bullish,0,0,1,1,0
2022-12-28,18,12,12.2,bullish,0,0,1,1,1
2022-12-29,11,10,3.2,bullish,0,0,1,1,0
2022-12-30,19,15,11.8,bullish,0,0,0,0,1
2022-12-31,1,0,0.0,neutral,0,0,0,0,0
2023-01-02,14,11,3.0,bullish,0,0,0,0,1
2023-01-03,23,20,6.0,bullish,0,0,0,0,1
2023-01-04,9,5,4.2,bullish,0,0,1,0,1
2023-01-05,26,5,4.2,bullish,0,0,1,0,1
2023-01-06,119,116,0.19999999999999996,neutral,0,0,1,0,1
2023-01-07,1,1,1.0,bullish,0,0,0,0,1
2023-01-09,45,21,4.2,bullish,0,0,1,0,1
2023-01-10,26,10,14.0,bullish,0,0,1,0,1
2023-01-11,22,2,1.2,bullish,0,0,1,0,1
2023-01-12,40,18,6.4,bullish,0,0,1,0,1
2023-01-13,10,8,4.0,bullish,0,0,0,0,0
2023-01-16,10,9,4.4,bullish,0,0,1,0,1
2023-01-17,5,5,-1.0,bearish,0,0,0,1,0
2023-01-18,10,10,16.0,bullish,0,0,0,0,1
2023-01-19,6,5,3.0,bullish,0,0,0,0,1
2023-01-20,20,18,5.0,bullish,0,0,0,0,1
2023-01-23,13,11,6.8,bullish,0,0,0,0,1
2023-01-24,4,2,3.0,bullish,0,0,0,0,1
2023-01-25,31,7,10.2,bullish,1,0,1,0,1
2023-01-26,15,13,7.0,bullish,0,0,0,0,1
2023-01-27,19,13,6.2,bullish,0,0,1,0,1
2023-01-30,17,14,2.0,bullish,0,0,0,1,1
2023-01-31,31,26,11.2,bullish,1,0,1,0,1
2023-02-01,41,16,16.2,bullish,1,0,1,0,1
2023-02-02,43,19,29.599999999999998,bullish,1,0,1,0,1
2023-02-03,18,16,1.2,bullish,1,0,1,0,1
2023-02-06,25,18,11.7,bullish,1,1,1,0,1
2023-02-07,42,25,19.599999999999998,bullish,1,0,1,0,1
2023-02-08,27,10,7.2,bullish,1,0,1,0,1
2023-02-09,3,3,4.0,bullish,0,0,0,0,0
2023-02-10,17,15,2.0,bullish,1,0,0,1,1
2023-02-13,12,12,15.0,bullish,0,1,0,0,1
2023-02-14,24,21,34.9,bullish,1,1,1,0,1
2023-02-15,19,16,17.4,bullish,0,0,1,0,1
2023-02-16,51,17,19.4,bullish,0,0,1,0,1
2023-02-17,14,12,23.799999999999997,bullish,0,0,1,0,1
2023-02-20,25,20,30.2,bullish,0,1,1,1,1
2023-02-21,21,19,13.0,bullish,0,0,0,0,1
2023-02-22,17,12,19.7,bullish,1,1,1,0,1
2023-02-23,9,9,8.2,bullish,0,0,1,0,1
2023-02-24,11,11,18.7,bullish,0,1,1,0,1
2023-02-27,11,10,18.5,bullish,0,1,1,1,0
2023-02-28,42,36,24.5,bullish,1,1,0,0,1
2023-03-01,33,29,46.5,bullish,1,1,0,0,1
2023-03-02,17,15,15.5,bullish,1,1,0,0,1
2023-03-03,27,20,23.4,bullish,1,0,1,0,1
2023-03-04,7,5,2.0,bullish,1,0,0,0,0
2023-03-06,41,35,54.7,bullish,1,1,1,0,1
2023-03-07,15,14,27.3,bullish,1,1,0,0,1
2023-03-08,20,19,21.7,bullish,0,1,1,0,1
2023-03-09,26,24,53.400000000000006,bullish,1,1,1,0,1
2023-03-10,36,29,18.2,bullish,1,0,1,0,1
2023-03-13,29,24,17.2,bullish,1,0,1,0,1
2023-03-14,30,25,51.500000000000014,bullish,1,1,1,0,1
2023-03-15,21,14,14.399999999999999,bullish,0,0,1,0,1
2023-03-16,33,32,60.5,bullish,1,1,1,0,1
2023-03-17,24,20,12.5,bullish,0,1,0,0,1
2023-03-20,18,14,33.7,bullish,0,1,1,1,1
2023-03-21,15,13,7.2,bullish,0,0,1,1,1
2023-03-22,31,29,19.5,bullish,0,1,0,0,1
2023-03-23,13,13,0.0,neutral,0,0,0,0,1
2023-03-24,10,8,4.0,bullish,0,0,0,0,1
2023-03-27,8,8,8.2,bullish,0,0,1,0,1
2023-03-28,26,21,29.2,bullish,0,1,1,0,0
2023-03-29,41,39,43.30000000000001,bullish,0,1,1,1,1
2023-03-30,32,28,51.3,bullish,0,1,0,0,1
2023-03-31,33,30,80.6,bullish,0,1,0,0,1
2023-04-01,1,1,-1.0,bearish,0,0,0,0,0
2023-04-03,18,16,12.0,bullish,0,0,0,1,0
2023-04-04,13,13,15.399999999999999,bullish,0,0,1,0,0
2023-04-05,30,25,13.399999999999999,bullish,0,0,1,0,1
2023-04-06,14,12,4.2,bullish,0,0,1,1,1
2023-04-07,22,22,31.5,bullish,0,1,0,0,1
2023-04-10,27,24,25.0,bullish,0,0,0,0,1
2023-04-11,21,18,15.5,bullish,0,1,0,0,1
2023-04-12,15,15,29.8,bullish,0,0,0,0,1
2023-04-13,17,15,31.5,bullish,0,1,0,0,1
2023-04-14,35,31,53.3,bullish,0,1,0,1,1
2023-04-17,11,10,14.2,bullish,0,0,1,0,1
2023-04-18,16,13,1.7,bullish,0,1,0,0,1
2023-04-19,18,17,29.2,bullish,1,0,1,1,1
2023-04-20,1,1,6.0,bullish,0,0,0,0,0
2023-04-24,12,10,11.0,bullish,0,0,0,0,1
2023-04-25,24,18,17.8,bullish,1,0,1,0,1
2023-04-26,39,32,27.2,bullish,1,1,1,0,1
2023-04-27,32,27,4.6000000000000005,bullish,1,0,1,0,1
2023-04-28,47,26,24.4,bullish,1,0,1,1,1
2023-05-02,32,24,5.6000000000000005,bullish,1,0,1,0,1
2023-05-03,34,18,8.4,bullish,1,0,1,0,1
2023-05-04,8,7,5.0,bullish,0,0,0,0,1
2023-05-05,16,14,7.2,bullish,1,0,1,0,1
2023-05-08,23,16,12.3,bullish,1,1,0,0,1
2023-05-09,34,27,5.2,bullish,1,0,1,0,1
